"link","argentino","otro_pais"
62740607,909,60
62740608,902,33
62740609,931,37
62740610,872,30
62740611,973,33
62740612,949,55
62740613,912,39
62740614,970,51
62740615,1381,134
62740616,855,71
62740617,1116,46
62740618,1014,33
62740619,785,31
62740620,1531,73
62740701,576,41
62740702,940,38
62740703,1109,107
62740704,958,244
62740705,1042,110
62740706,1398,104
62740707,1331,137
62740708,1468,158
62740709,1243,76
62740710,1121,96
62740711,845,49
62740712,1028,57
62740713,1361,93
62740801,665,17
62740802,863,44
62740803,753,29
62740804,926,42
62740805,818,8
62740806,667,20
62740807,1387,22
62740808,863,48
62740809,926,61
62740810,1211,138
62740811,959,47
62740812,957,56
62740813,1572,131
62740814,1176,85
62740815,1126,80
62740816,963,66
62740817,943,49
62740818,1167,38
62740819,1149,87
62740820,1293,118
62740901,1001,280
62740902,1095,120
62740903,1190,110
62740904,1131,58
62740905,978,75
62740906,1431,191
62740907,845,56
62740908,747,44
62740909,684,23
62740910,1129,62
62740911,813,79
62740912,864,47
62740913,943,85
62740914,833,220
62740915,1563,85
62740916,867,38
62740917,1120,52
62740918,1059,65
62740919,1305,96
62740920,1312,74
62740921,1246,60
62740922,1040,50
62741001,1123,172
62741002,967,137
62741003,1465,102
62741004,1064,38
62741005,796,89
62741006,915,73
62741007,1169,256
62741008,1340,88
62741009,1065,44
62741010,951,136
62741011,684,92
62741012,875,316
62741013,554,37
62741014,900,71
62741015,3812,406
62741101,948,31
62741102,1147,40
62741103,1082,59
62741104,1062,43
62741105,1541,46
62741106,2124,85
62741107,1145,87
62741108,1079,107
62741109,1905,99
62741110,1897,123
62741111,956,64
62741112,1086,70
62741113,1103,52
62741114,1169,53
62741115,1105,96
62741116,987,122
62741117,1372,202
62741118,1013,60
62741201,1402,62
62741202,858,17
62741203,989,52
62741204,644,54
62741205,605,30
62741206,662,31
62741207,801,25
62741208,1536,62
62741209,1437,69
62741210,1092,50
62741211,1323,50
62741212,1518,65
62741213,833,54
62741214,835,40
62741215,1314,77
62741216,1171,90
62741217,1160,47
62741301,1278,47
62741302,600,40
62741303,731,29
62741304,781,45
62741305,846,54
62741306,1399,43
62741307,898,43
62741308,809,43
62741309,1047,56
62741310,788,29
62741311,861,32
62741312,1190,55
62741313,501,26
62741314,532,18
62741315,546,44
62741316,782,43
62741317,1390,48
62741401,1232,74
62741402,963,49
62741403,512,34
62741404,767,54
62741405,1006,73
62741406,492,24
62741407,587,47
62741408,847,47
62741409,985,70
62741410,763,40
62741411,1007,70
62741501,1223,144
62741502,1015,238
62741503,965,36
62741504,1507,80
62741505,748,20
62741506,737,43
62741507,1053,42
62741508,1012,48
62741509,926,31
62741510,1552,53
62741511,867,31
62741512,913,35
62741513,1087,44
62741514,899,47
62741515,823,35
62741516,1155,48
62741517,1373,90
62741518,1406,41
62741601,1066,471
62741602,1444,250
62741603,1468,64
62741604,1935,71
62741605,865,33
62741606,1126,40
62741607,988,51
62741608,1011,41
62741609,838,37
62741610,1181,57
62741611,821,51
62741612,1008,62
62741613,1307,112
62741614,1030,78
62741701,682,32
62741702,781,45
62741703,1036,62
62741704,1126,53
62741705,1011,57
62741706,1147,77
62741707,813,30
62741708,711,45
62741709,1078,55
62741710,1194,46
62741711,808,36
62741712,906,40
62741713,1132,71
62741714,1236,65
62741801,1624,155
62741802,993,151
62741803,936,110
62741804,933,73
62741805,976,124
62741806,1765,78
62741807,1507,173
62741808,1026,100
62741809,1130,195
62741810,1189,204
62741811,1069,581
62741812,486,295
62741813,723,499
62741814,970,33
62741815,757,68
62741816,1353,240
62741817,1309,103
62741818,1676,144
62741901,1115,43
62741902,1502,65
62741903,1165,88
62741904,1529,71
62741905,1758,268
62741906,1350,220
62741907,1676,97
62741908,865,69
62741909,783,129
62741910,1571,230
62741911,1723,159
62741912,1482,116
62741913,962,138
62742001,1514,328
62742002,1527,75
62742003,1213,76
62742004,2369,141
62742005,1680,199
62742006,1474,127
62742007,1862,336
62742008,1116,95
62742009,1089,53
62742010,1079,75
62742011,1156,71
62742012,1306,79
62742013,1503,97
62742014,227,26
62742015,48,0
62742016,1070,160
62742101,630,49
62742102,702,45
62742103,1464,73
62742104,1257,90
62742105,1618,76
62742106,2094,24
62742107,2008,25
62742108,1976,32
62742109,1050,47
62742110,903,60
62742111,947,32
62742112,831,53
62742113,1374,85
62742114,1082,83
62742115,1418,167
62742116,884,61
62742117,1302,237
62742118,1326,46
62742119,1194,62
62742120,783,46
62742121,772,35
62742122,956,64
62742123,1083,73
62742201,839,110
62742202,954,95
62742203,1539,153
62742204,962,36
62742205,962,31
62742206,1200,90
62742207,150,7
62742208,296,49
62742209,475,80
62742210,1135,120
62742211,1347,209
62742212,665,231
63710101,1238,63
63710102,892,69
63710103,1494,61
63710104,753,69
63710105,646,73
63710106,624,30
63710107,388,30
63710108,432,49
63710109,1159,154
63710110,1172,679
63710111,54,19
63710201,1309,78
63710202,1280,81
63710203,1110,103
63710204,1330,95
63710205,1585,372
63710206,1028,50
63710207,760,43
63710208,827,56
63710209,1118,63
63710210,1241,36
63710211,844,15
63710212,750,50
63710301,1199,89
63710302,765,68
63710303,497,37
63710304,1396,99
63710305,947,83
63710306,1071,65
63710307,927,79
63710308,1219,65
63710309,1096,44
63710310,811,33
63710311,1111,53
63710312,415,20
63710313,665,26
63710314,626,36
63710315,974,56
63710401,1259,119
63710402,1012,86
63710403,723,63
63710404,585,43
63710405,950,98
63710406,1162,126
63710407,985,84
63710408,508,43
63710501,839,90
63710502,985,78
63710503,460,45
63710504,634,60
63710505,707,76
63710506,1027,97
63710507,693,135
63710508,607,35
63710509,1107,78
63710510,1142,62
63710601,603,98
63710602,716,55
63710603,879,89
63710604,654,39
63710605,758,44
63710606,845,76
63710607,846,95
63710608,772,65
63710609,1456,42
63710610,1507,52
63710611,1592,32
63710612,831,91
63710701,900,35
63710702,1763,121
63710703,1085,166
63710704,1277,96
63710705,994,91
63710706,1487,72
63710707,1309,490
63710708,637,91
63710709,1071,90
63710710,575,61
63710711,596,108
63710712,904,57
63710713,750,56
63710801,1193,299
63710802,1011,141
63710803,867,91
63710804,899,74
63710805,774,80
63710806,1023,271
63710807,703,71
63710808,936,115
63710809,972,101
63710810,892,85
63710811,853,62
63710812,975,60
63710901,1067,114
63710902,1034,102
63710903,761,41
63710904,626,42
63710905,811,112
63710906,1323,144
63710907,897,107
63710908,1043,86
63710909,1029,145
63710910,962,111
63710911,492,35
63710912,590,92
63710913,646,85
63710914,908,119
63710915,533,75
63710916,551,76
63710917,963,61
63711001,795,53
63711002,1034,62
63711003,950,53
63711004,525,37
63711005,640,34
63711006,1062,56
63711007,1156,83
63711008,766,61
63711009,798,59
63711010,930,51
63711011,806,40
63711012,331,45
63711013,1243,99
63711014,784,59
63711015,857,75
63711016,535,36
63711101,682,38
63711102,610,52
63711103,735,52
63711104,656,52
63711105,537,35
63711106,493,37
63711107,942,65
63711108,527,23
63711109,461,25
63711110,1108,56
63711201,974,97
63711202,794,23
63711203,535,40
63711204,1015,79
63711205,517,19
63711206,498,23
63711207,778,57
63711208,1119,99
63711209,644,35
63711210,609,40
63711301,896,114
63711302,921,60
63711303,1150,67
63711304,954,38
63711305,899,60
63711306,1095,46
63711307,1049,99
63711308,833,70
63711309,1198,71
63711310,1123,58
63711311,864,58
63711312,1043,54
63711401,1056,192
63711402,812,41
63711403,566,40
63711404,950,38
63711405,687,70
63711406,1348,137
63711407,784,95
63711408,993,64
63711409,785,170
63711410,792,111
63711411,842,69
63711412,793,67
63711413,690,84
63711414,1043,180
63711501,296,8
63711502,852,120
63711503,1359,172
63711504,560,20
63711505,2268,240
63711506,713,868
63711507,447,377
63711508,731,23
63711509,484,188
63711510,329,117
63711511,1238,75
63711512,982,70
63711513,845,59
63711514,971,45
63711601,950,35
63711602,710,57
63711603,646,83
63711604,1159,173
63711605,299,98
63711606,576,80
63711607,663,60
63711608,978,91
63711609,1021,65
63711610,819,42
63711611,925,69
63711612,276,35
63711613,989,111
63711614,815,75
63711701,994,84
63711702,884,75
63711703,888,46
63711704,907,53
63711705,728,49
63711706,858,51
63711707,791,67
63711708,799,55
63711709,844,64
63711710,1205,107
63711711,952,67
63711712,735,44
63711713,1084,50
63711714,949,70
63711801,1059,68
63711802,603,28
63711803,865,77
63711804,946,64
63711805,949,44
63711806,1050,82
63711807,1086,64
63711808,835,40
63711809,747,52
63711810,655,48
63711811,1158,79
63711812,688,26
63711813,1341,77
63711814,1357,68
63711815,1346,77
63711901,536,20
63711902,637,42
63711903,763,37
63711904,807,47
63711905,884,44
63711906,780,30
63711907,968,61
63711908,848,77
63711909,968,62
63712001,967,56
63712002,1076,58
63712003,823,62
63712004,1072,73
63712005,746,58
63712006,1008,54
63712007,1136,70
63712008,628,23
63712101,1016,72
63712102,1032,43
63712103,557,25
63712104,455,19
63712105,1182,55
63712106,347,33
63712107,823,47
63712108,1066,64
63712109,801,32
63712110,878,56
63712111,984,60
63712112,622,18
63712113,758,55
63712114,793,46
63712115,863,119
63712201,786,74
63712202,687,43
63712203,778,72
63712204,752,56
63712205,544,31
63712206,407,44
63712207,893,59
63712208,510,40
63712209,393,23
63712210,420,29
63712211,248,30
63712212,443,23
63712213,523,35
63712214,514,39
63712301,687,79
63712302,1063,197
63712303,332,23
63712304,497,66
63712305,467,37
63712306,636,57
63712307,643,60
63712308,796,79
63712309,534,41
63712310,414,31
63712311,656,94
63712312,575,82
63712313,623,91
63712314,814,80
63712315,1144,136
63712316,1131,117
63712317,734,55
63712401,992,121
63712402,612,89
63712403,1032,141
63712404,457,45
63712405,556,60
63712406,556,64
63712407,605,41
63712408,567,38
63712501,714,82
63712502,858,97
63712503,497,48
63712504,857,79
63712505,897,129
63712506,836,87
63712507,859,98
63712508,750,87
63712601,932,122
63712602,716,73
63712603,828,141
63712604,884,84
63712605,572,57
63712606,938,125
63712607,674,42
63712608,661,77
63712701,616,70
63712702,928,97
63712703,1632,132
63712704,1009,92
63712705,797,97
63712706,494,36
63712707,520,34
63712708,545,91
63712801,630,33
63712802,117,9
63712803,83,6
63712804,294,23
63712805,177,16
63712806,936,77
63712807,241,19
63712808,963,66
63712901,729,58
63712902,461,31
63712903,575,54
63712904,848,59
63712905,1122,91
63712906,500,39
63712907,1379,131
63712908,1765,137
63712909,894,43
63713001,755,94
63713002,1152,88
63713003,1016,95
63713004,694,77
63713005,761,76
63713006,1094,145
63713007,563,52
63713008,617,68
63713009,762,71
63713010,494,17
63713011,786,84
63713101,927,77
63713102,585,56
63713103,1127,94
63713104,427,47
63713105,820,64
63713106,1218,85
63713107,783,66
63713108,803,85
63713201,261,6
63713202,1336,103
63713203,1230,72
63713204,1190,65
63713205,1100,70
63713206,919,48
63713207,871,54
63713208,1432,73
63713209,641,83
63713210,1299,125
63713211,1272,103
63713212,1153,66
63713213,1108,94
63713214,1510,100
63713215,877,52
63713301,907,71
63713302,1498,147
63713303,1289,76
63713304,888,89
63713305,1184,96
63713306,1227,103
63713307,956,80
63713308,735,52
63713309,984,96
63713310,448,49
63713401,739,34
63713402,1085,113
63713403,418,31
63713404,646,66
63713405,1406,198
63713406,820,67
63713407,968,71
63713408,928,83
63713409,611,94
63713501,1098,104
63713502,671,41
63713503,792,56
63713504,716,58
63713505,752,68
63713506,1054,101
63713507,148,5
63713508,233,9
63713509,159,13
63713510,755,240
63713511,1325,272
63713512,1061,73
63713513,1006,72
63713514,704,51
63713601,2127,268
63713602,1004,207
63713603,1416,215
63713604,1630,232
63713605,884,120
63713606,921,160
63713607,1275,155
63713608,970,81
63713609,1452,168
63713610,979,86
63713611,1046,149
63713701,750,275
63713702,862,511
63713703,508,273
63713704,389,117
63713705,483,231
63713706,657,164
63713707,1376,233
63713708,1501,808
63713709,1608,150
63713710,1099,552
63713711,1431,345
63713712,923,434
63713713,1509,86
63713714,1264,58
63713715,1325,53
63713716,1495,123
64080101,1068,41
64080102,751,53
64080103,1030,50
64080104,1041,54
64080105,1199,51
64080106,578,36
64080107,1124,74
64080108,1327,81
64080109,1402,52
64080110,705,30
64080111,1710,70
64080112,1271,43
64080113,1281,44
64080114,117,2
64080115,285,20
64080116,558,30
64080117,958,49
64080201,1045,63
64080202,1072,114
64080203,1143,58
64080204,1220,60
64080205,655,46
64080206,832,62
64080207,1217,74
64080208,1559,86
64080209,1527,84
64080210,1389,57
64080211,963,60
64080301,286,113
64080302,290,50
64080303,1281,94
64080304,924,102
64080305,888,51
64080306,1034,109
64080307,1640,173
64080308,2112,188
64080309,929,85
64080310,710,53
64080401,1441,166
64080402,2134,208
64080403,884,100
64080404,1693,188
64080405,1188,75
64080406,931,70
64080407,1437,46
64080408,1939,109
64080409,1309,85
64080410,1801,81
64080411,1082,43
64080412,1173,60
64080501,848,79
64080502,994,164
64080503,1089,128
64080504,1091,36
64080505,465,24
64080506,813,30
64080507,924,30
64080508,933,38
64080509,1052,24
64080510,783,31
64080511,806,31
64080512,739,31
64080601,1172,62
64080602,551,38
64080603,944,69
64080604,767,39
64080605,1021,53
64080606,304,9
64080607,979,50
64080608,804,42
64080609,892,80
64080701,963,38
64080702,907,34
64080703,807,119
64080704,1190,60
64080705,963,59
64080706,841,50
64080707,258,15
64080708,895,56
64080709,628,40
64080710,784,55
64080801,1109,26
64080802,1081,76
64080803,632,52
64080804,559,56
64080805,694,29
64080806,869,156
64080807,813,48
64080808,858,51
64080809,712,59
64080810,954,82
64080811,1141,48
64080812,693,28
64080813,871,44
64080814,1458,61
64080901,1057,75
64080902,694,37
64080903,839,44
64080904,686,61
64080905,976,61
64080906,975,45
64080907,1414,56
64080908,1110,58
64081001,945,54
64081002,922,55
64081003,1328,63
64081004,1083,38
64081005,1330,59
64081006,972,45
64081007,1186,144
64081008,711,43
64081101,914,40
64081102,1052,48
64081103,905,30
64081104,1029,51
64081105,1779,67
64081106,1021,51
64081107,238,17
64081108,1196,69
64081109,266,19
64081110,667,23
64081111,245,10
64081201,2948,145
64081202,999,27
64081203,1096,51
64081204,1276,48
64081205,1634,57
64081206,2091,106
64081207,1212,60
64081208,1576,89
64081209,941,26
64081301,1410,60
64081302,1090,37
64081303,1099,75
64081304,950,48
64081305,817,19
64081306,1242,68
64081307,1146,51
64081308,1055,52
64081309,1070,21
64081310,1329,48
64081311,1188,90
64081312,1079,54
64081313,771,21
64081401,1106,94
64081402,1148,64
64081403,1264,35
64081404,1351,58
64081405,574,17
64081406,747,37
64081407,704,46
64081408,712,55
64081409,810,38
64081410,823,53
64081411,949,33
64081412,931,33
64081413,929,68
64081501,1158,65
64081502,1388,71
64081503,168,7
64081504,1183,40
64081505,1416,52
64081506,265,8
64081507,882,24
64081508,725,40
64081509,1001,55
64081510,580,46
64081511,749,33
64081512,405,11
64081513,932,76
64100101,1346,50
64100102,1300,104
64100103,1322,60
64100104,1473,66
64100105,846,28
64100106,707,31
64100107,732,31
64100108,1377,49
64100109,877,26
64100110,1214,49
64100111,2734,127
64100112,1126,41
64100113,622,21
64100201,902,24
64100202,972,54
64100203,710,30
64100204,186,11
64100205,1337,58
64100206,276,37
64100207,744,42
64100208,1354,99
64100209,1039,33
64100210,844,40
64100301,1531,231
64100302,1088,45
64100303,782,30
64100304,1124,79
64100305,1180,79
64100306,925,54
64100307,954,45
64100308,914,44
64100309,1523,55
64100310,1042,70
64100311,815,45
64100312,497,11
64100401,1262,53
64100402,1141,59
64100403,1211,65
64100404,775,40
64100405,756,29
64100406,1162,43
64100407,801,23
64100408,897,30
64100409,1641,82
64100410,866,42
64100411,735,32
64100412,1288,52
64100413,985,47
64100414,1270,56
64100415,296,7
64100416,527,22
64100501,783,53
64100502,975,62
64100503,1304,58
64100504,821,27
64100505,1027,48
64100506,751,31
64100507,690,24
64100508,1186,62
64100509,1115,55
64100510,1243,72
64100511,951,70
64100512,1120,74
64100513,1234,63
64100514,1011,27
64100515,2493,184
64100601,1228,87
64100602,1179,88
64100603,1133,69
64100604,1013,38
64100605,951,36
64100606,891,26
64100607,1071,74
64100608,1268,52
64100609,794,32
64100610,860,46
64100611,672,53
64100612,1411,52
64100613,1354,56
64100614,1077,53
64100615,914,46
64100701,622,32
64100702,547,12
64100703,854,32
64100704,1248,53
64100705,1121,39
64100706,766,39
64100707,1435,65
64100708,958,50
64100709,907,39
64100710,1183,63
64100711,935,39
64100712,874,41
64100713,1184,66
64100714,1030,48
64100715,886,29
64100716,1433,76
64100801,646,38
64100802,776,25
64100803,1201,82
64100804,785,36
64100805,899,58
64100806,1312,91
64100807,1137,41
64100808,924,43
64100809,1411,48
64100901,1262,55
64100902,739,34
64100903,1262,76
64100904,1089,52
64100905,1201,48
64100906,910,34
64100907,824,39
64100908,789,41
64100909,764,45
64101001,1213,44
64101002,1238,44
64101003,1063,32
64101004,1221,62
64101005,955,50
64101006,880,36
64101007,1423,40
64101008,924,42
64101009,1040,37
64101010,1019,28
64101101,963,25
64101102,979,44
64101103,808,23
64101104,809,33
64101105,547,23
64101106,560,34
64101107,838,29
64101108,844,35
64101109,1038,45
64101110,998,40
64101111,960,49
64101201,867,42
64101202,920,52
64101203,571,23
64101204,681,21
64101205,760,29
64101206,777,32
64101207,714,32
64101208,494,25
64101209,673,29
64101210,1306,128
64101211,853,36
64101212,927,44
64101213,1360,109
64101301,1216,46
64101302,746,26
64101303,667,35
64101304,667,28
64101305,757,32
64101306,1377,59
64101307,1519,62
64101308,864,37
64101309,809,51
64101310,755,50
64101311,945,86
64120101,673,52
64120102,548,19
64120103,210,13
64120104,476,136
64120105,352,30
64120106,972,63
64120107,305,38
64120108,449,23
64120109,1164,35
64120110,1357,77
64120111,740,50
64120112,1256,46
64120113,1177,71
64120114,1159,102
64120115,1075,44
64120116,1763,44
64120117,1731,114
64120118,1770,113
64120201,415,35
64120202,1123,60
64120203,1150,73
64120204,1461,73
64120205,1454,21
64120206,974,26
64120207,1210,36
64120208,1241,31
