"link","argentino","otro_pais"
65601724,744,16
65601801,782,31
65601802,1250,36
65601803,798,33
65601804,744,33
65601805,607,43
65601806,1742,69
65601807,650,24
65601808,562,22
65601809,1485,94
65601810,1699,49
65601811,1394,67
65601812,790,26
65601813,941,45
65601814,1527,49
65601815,1314,53
65601901,900,66
65601902,995,60
65601903,1198,258
65601904,1088,71
65601905,674,24
65601906,669,38
65601907,996,28
65601908,849,30
65601909,933,56
65601910,1380,66
65601911,817,27
65601912,805,18
65601913,616,37
65601914,831,46
65601915,1269,96
65601916,671,92
65601917,587,70
65601918,423,16
65601919,541,158
65601920,638,70
65602001,2419,67
65602002,1400,73
65602003,1439,59
65602004,1372,78
65602005,996,169
65602006,1381,59
65602007,1369,82
65602008,1171,125
65602009,1181,157
65602010,1174,248
65602011,988,52
65602012,991,39
65602013,1548,163
65602014,1181,63
65602101,1250,63
65602102,647,32
65602103,921,46
65602104,664,87
65602105,799,111
65602106,845,130
65602107,1546,157
65602108,1380,108
65602109,1324,54
65602110,774,66
65602111,1548,46
65602112,884,36
65602113,1083,71
65602201,983,72
65602202,1091,58
65602203,1136,38
65602204,1241,52
65602205,1332,63
65602206,793,44
65602207,775,34
65602208,1121,60
65602209,1052,45
65602210,1112,53
65602301,1054,73
65602302,1058,38
65602303,824,31
65602304,1317,47
65602305,1044,63
65602306,1021,51
65602307,920,51
65602308,784,46
65602309,443,23
65602310,570,27
65602311,327,30
65602312,663,31
65602313,816,37
65602314,572,24
65602315,655,27
65602316,810,34
65602317,965,24
65602401,526,27
65602402,468,21
65602403,678,27
65602404,752,32
65602405,854,23
65602406,917,21
65602407,998,44
65602408,856,43
65602409,620,25
65602410,551,24
65602411,726,39
65602412,455,20
65602413,536,26
65602414,607,26
65602415,481,10
65602416,803,33
65602417,1399,71
65602501,663,31
65602502,764,39
65602503,994,68
65602504,1362,72
65602505,673,33
65602506,798,27
65602507,788,31
65602508,1205,183
65602509,1416,49
65602510,1468,38
65602511,830,34
65602512,871,41
65602513,1539,63
65602514,1128,61
65680101,518,31
65680102,1046,10
65680103,944,95
65680201,862,56
65680202,591,22
65680203,863,83
65680204,745,20
65680205,772,55
65680206,881,71
65680207,887,88
65680208,1012,91
65680209,1203,141
65680210,621,53
65680211,943,101
65680212,738,81
65680301,910,72
65680302,994,94
65680303,920,100
65680304,807,37
65680305,715,59
65680306,695,63
65680307,608,77
65680308,856,87
65680309,909,72
65680310,930,30
65680311,1099,115
65680312,904,84
65680313,1190,101
65680314,2852,113
65680315,2023,60
65680316,1423,39
65680401,645,51
65680402,586,53
65680403,619,48
65680404,763,50
65680405,906,49
65680406,524,28
65680407,741,46
65680408,871,71
65680409,1028,54
65680410,791,40
65680411,919,57
65680501,770,45
65680502,1181,79
65680503,666,29
65680504,625,22
65680505,979,63
65680506,798,45
65680507,854,42
65680508,999,66
65680509,611,36
65680510,584,47
65680601,1166,76
65680602,809,37
65680603,777,31
65680604,833,39
65680605,822,42
65680606,829,42
65680607,976,38
65680608,732,42
65680609,964,59
65680610,461,18
65680611,349,16
65680701,803,60
65680702,795,67
65680703,568,78
65680704,662,63
65680705,733,80
65680706,1059,42
65680707,763,70
65680708,740,64
65680801,913,90
65680802,876,78
65680803,828,36
65680804,953,123
65680805,1063,118
65680806,991,114
65680807,891,99
65680808,952,79
65680901,516,53
65680902,650,81
65680903,1092,92
65680904,611,78
65680905,591,35
65680906,717,57
65680907,1001,83
65680908,454,31
65680909,683,45
65680910,1008,52
65680911,578,37
65680912,566,33
65681001,977,69
65681002,476,34
65681003,483,28
65681004,793,72
65681005,800,66
65681006,620,31
65681007,564,42
65681008,997,59
65681009,857,62
65681010,620,40
65681011,592,37
65681012,890,51
65681013,949,51
65681014,654,25
65681015,681,29
65681016,754,34
65681017,800,63
65681101,705,53
65681102,1004,50
65681103,646,26
65681104,468,21
65681105,585,34
65681106,763,47
65681107,814,31
65681108,959,35
65681109,550,29
65681110,570,11
65681111,689,32
65681112,836,41
65681201,696,34
65681202,860,37
65681203,891,32
65681204,757,34
65681205,965,48
65681206,1059,53
65681207,1033,71
65681208,605,25
65681209,636,27
65681210,753,46
65681301,580,27
65681302,582,25
65681303,705,50
65681304,831,36
65681305,848,56
65681306,1082,54
65681307,1157,79
65681308,1043,53
65681309,1081,53
65681310,1210,78
65681401,673,58
65681402,814,51
65681403,1177,74
65681404,527,63
65681405,572,26
65681406,552,17
65681407,844,12
65681408,636,41
65681409,839,36
65681410,884,33
65681501,734,57
65681502,960,65
65681503,816,49
65681504,1235,65
65681505,854,48
65681506,829,71
65681507,958,43
65681508,1091,79
65681509,564,30
65681510,834,44
65681601,1091,54
65681602,1061,42
65681603,797,27
65681604,1229,86
65681605,869,65
65681606,996,46
65681607,692,32
65681608,589,37
65681609,1193,64
65681610,1034,53
65681611,865,36
65681612,974,59
65681701,1111,72
65681702,1126,55
65681703,738,53
65681704,621,40
65681705,1140,55
65681706,1196,67
65681707,1048,49
65681708,1032,47
65681709,699,32
65681710,762,42
65681711,852,23
65681712,766,35
65681801,513,14
65681802,295,18
65681803,399,23
65681804,428,24
65681805,593,25
65681806,386,22
65681807,883,35
65681808,680,30
65681809,954,42
65681810,904,27
65681811,827,25
65681812,810,50
65681813,702,48
65681814,607,22
65681901,687,31
65681902,1033,52
65681903,1148,53
65681904,669,30
65681905,740,34
65681906,1207,40
65681907,1028,38
65681908,1071,37
65681909,1065,66
65681910,626,25
65681911,1261,56
65682001,957,59
65682002,553,27
65682003,676,34
65682004,741,25
65682005,570,26
65682006,494,25
65682007,604,19
65682008,951,37
65682009,1155,55
65682010,844,40
65682011,1165,43
65682012,1068,43
65682013,711,36
65682014,692,39
65682101,333,28
65682102,293,29
65682103,300,21
65682104,475,56
65682105,261,21
65682106,206,13
65682107,60,7
65682108,258,19
65682109,342,21
65682110,337,19
65682111,259,15
65682112,441,33
65682113,833,63
65682201,508,20
65682202,350,22
65682203,378,22
65682204,525,18
65682205,349,11
65682206,623,42
65682207,403,16
65682208,529,26
65682209,490,21
65682210,483,28
65682211,362,24
65682212,474,22
65682213,739,38
65682214,1015,42
65682215,436,20
65682216,608,24
65682217,557,26
65682218,341,16
65682301,670,35
65682302,645,30
65682303,712,45
65682304,601,31
65682305,515,29
65682306,995,40
65682307,947,79
65682308,1152,56
65682309,866,47
65682310,709,32
65682311,697,43
65682401,1034,63
65682402,873,58
65682403,460,46
65682404,1048,77
65682405,951,75
65682406,702,44
65682407,745,47
65682408,1240,59
65682409,699,43
65682410,664,71
65682501,474,29
65682502,931,56
65682503,968,53
65682504,1148,75
65682505,643,37
65682506,1422,72
65682507,1445,81
65682508,1284,63
65682509,965,177
65682510,1025,138
65682511,1363,68
65682512,1242,69
65682601,614,35
65682602,978,51
65682603,1027,36
65682604,589,37
65682605,471,34
65682606,621,30
65682607,1247,62
65682608,643,42
65682609,620,49
65682610,1108,71
65682611,1115,54
65682612,1009,93
65682701,52,1
65682702,1338,47
65682703,1047,59
65682704,1037,53
65682705,776,62
65682706,934,49
65682707,1138,55
65682708,825,46
65682709,976,42
65682710,800,50
65682711,934,79
65682801,1363,86
65682802,1131,55
65682803,1653,85
65682804,833,46
65682805,1487,60
65682806,1256,64
65682807,746,64
65682808,977,62
65682809,1234,62
65682810,1394,51
65682901,1071,69
65682902,989,40
65682903,862,45
65682904,972,55
65682905,847,66
65682906,884,28
65682907,1097,58
65682908,1046,41
65682909,1090,48
65682910,1078,35
65682911,2045,93
65682912,1230,62
65682913,1018,56
65682914,964,79
65683001,1235,52
65683002,1352,64
65683003,1388,75
65683004,1439,69
65683005,889,16
65683006,936,27
65683007,1388,97
65683008,1207,52
65683009,1003,61
65683010,1405,52
65683011,1352,31
65683101,1264,64
65683102,1181,81
65683103,1106,74
65683104,1510,103
65683105,1197,80
65683106,1191,56
65683107,1168,75
65683108,654,43
65683109,1055,93
65683110,993,60
65683111,628,70
65683112,1294,46
66580101,5,0
66580102,1036,78
66580103,912,47
66580104,655,25
66580105,787,62
66580106,883,47
66580107,663,26
66580108,652,38
66580109,875,52
66580110,1674,102
66580111,9,0
66580112,111,5
66580113,78,1
66580201,355,16
66580202,838,23
66580203,939,42
66580204,1086,80
66580205,724,69
66580206,1217,199
66580207,967,217
66580208,1095,90
66580209,898,31
66580210,892,29
66580211,1537,78
66580212,891,31
66580301,1130,60
66580302,1149,220
66580303,1129,48
66580304,925,15
66580305,1224,51
66580306,905,53
66580307,1078,59
66580308,1436,71
66580309,1148,135
66580310,833,44
66580311,709,37
66580401,540,11
66580402,1069,53
66580403,1093,76
66580404,934,40
66580405,911,27
66580406,872,40
66580407,1001,39
66580408,1173,65
66580409,853,64
66580410,827,59
66580411,1005,66
66580412,1135,75
66580413,653,20
66580414,636,10
66580415,861,48
66580501,621,50
66580502,464,33
66580503,846,45
66580504,603,27
66580505,721,28
66580506,947,37
66580507,1159,73
66580508,926,53
66580509,1014,77
66580510,454,53
66580511,914,198
66580512,718,105
66580513,811,67
66580514,804,68
66580601,606,23
66580602,694,21
66580603,793,35
66580604,786,31
66580605,838,35
66580606,512,26
66580607,712,26
66580608,467,25
66580609,1144,61
66580610,1027,44
66580611,988,32
66580612,745,39
66580701,694,24
66580702,824,37
66580703,738,29
66580704,801,26
66580705,662,38
66580706,817,69
66580707,870,43
66580708,1330,70
66580709,1195,19
66580710,1758,153
66580711,837,28
66580801,414,14
66580802,363,17
66580803,335,14
66580804,751,35
66580805,649,36
66580806,445,24
66580807,499,21
66580808,374,24
66580809,537,25
66580810,333,11
66580811,542,33
66580812,369,21
66580813,252,14
66580814,363,13
66580815,302,10
66580901,981,40
66580902,933,28
66580903,686,30
66580904,128,8
66580905,351,27
66580906,550,32
66580907,399,15
66580908,368,9
66580909,382,28
66580910,620,45
66580911,408,15
66580912,466,27
66580913,562,20
66581001,1187,31
66581002,1428,31
66581003,806,29
66581004,670,31
66581005,975,34
66581006,600,31
66581007,983,33
66581008,761,20
66581009,651,30
66581010,775,27
66581011,994,50
66581012,1622,87
66581013,793,96
66581101,814,57
66581102,638,39
66581103,567,41
66581104,508,41
66581105,388,32
66581106,725,42
66581107,759,27
66581108,769,25
66581109,759,34
66581110,766,31
66581111,662,33
66581112,723,39
66581113,566,29
66581201,1184,164
66581202,948,82
66581203,1209,136
66581204,948,49
66581205,862,42
66581206,906,36
66581207,631,51
66581208,709,42
66581209,808,47
66581210,775,36
66581211,888,41
66581212,892,48
66581213,640,28
66581301,529,123
66581302,372,157
66581303,215,177
66581304,595,241
66581305,308,169
66581306,629,186
66581307,741,211
66581308,713,133
66581309,659,240
66581310,650,170
66581401,600,23
66581402,263,3
66581403,321,18
66581404,651,88
66581405,504,34
66581406,472,60
66581407,858,201
66581408,715,167
66581409,1170,518
66581410,628,174
66581501,696,53
66581502,859,47
66581503,1023,167
66581504,412,145
66581505,1032,166
66581506,487,57
66581507,712,49
66581508,709,58
66581509,991,55
66581510,628,43
66581511,563,29
66581512,597,36
66581513,622,40
66581601,656,23
66581602,661,24
66581603,621,22
66581604,449,37
66581605,536,29
66581606,700,30
66581607,595,50
66581608,626,38
66581609,727,63
66581610,550,37
66581611,619,26
66581612,653,47
66581701,775,46
66581702,690,33
66581703,640,27
66581704,772,27
66581705,804,40
66581706,1071,67
66581707,798,39
66581708,974,56
66581709,928,57
66581710,716,38
66581711,974,74
66581712,758,45
66581801,325,23
66581802,473,17
66581803,588,36
66581804,716,41
66581805,711,29
66581806,711,32
66581807,583,17
66581808,619,46
66581809,795,32
66581810,715,33
66581811,603,17
66581812,373,19
66581901,484,28
66581902,662,29
66581903,515,24
66581904,454,20
66581905,576,19
66581906,492,23
66581907,527,14
66581908,736,44
66581909,603,51
66581910,833,24
66581911,1008,37
66582001,915,42
66582002,709,31
66582003,1364,93
66582004,1176,97
66582005,1189,149
66582006,976,90
66582007,807,104
66582008,1410,142
66582009,1788,162
66582010,1472,255
66582011,1328,275
66582101,1554,96
66582102,1476,273
66582103,1576,110
66582104,1267,84
66582105,1354,95
66582106,1569,168
66582107,1336,924
66582108,1730,513
66582109,1263,148
66582110,1023,57
66582111,1479,96
66582112,1759,324
66582113,1467,399
66582114,955,334
66582115,845,368
66582116,689,501
66582201,895,38
66582202,818,68
66582203,864,42
66582204,687,37
66582205,640,32
66582206,674,37
66582207,763,48
66582208,640,34
66582209,1520,69
66582210,1123,61
66582211,998,64
66582301,718,69
66582302,1149,61
66582303,1262,71
66582304,1106,31
66582305,937,53
66582306,639,26
66582307,500,36
66582308,562,36
66582309,1272,97
66582310,1329,62
66582311,999,54
66582312,792,61
66582401,906,78
66582402,905,64
66582403,1253,67
66582404,732,54
66582405,843,54
66582406,1012,54
66582407,926,36
66582408,738,37
66582409,698,38
66582410,632,50
66582411,574,79
66582412,634,26
66582501,581,35
66582502,622,29
66582503,807,60
66582504,575,46
66582505,736,48
66582506,726,87
66582507,688,62
66582508,895,60
66582509,596,43
66582510,959,48
66582511,1018,296
66582512,1092,150
66582513,1066,83
66582514,406,18
66582601,1460,200
66582602,1357,196
66582603,948,77
66582604,935,80
66582605,726,48
66582606,867,73
66582607,705,69
66582608,721,34
66582609,656,38
66582610,948,67
66582701,1234,195
66582702,978,187
66582703,507,254
66582704,360,109
66582705,444,27
66582706,1170,280
66582707,817,280
66582708,706,132
66582709,1556,118
66582710,929,147
66582711,1332,204
66582712,1073,326
66582713,837,266
66582714,642,279
66582715,920,227
66582716,707,75
66582801,596,48
66582802,1016,91
66582803,713,109
66582804,993,97
66582805,760,76
66582806,1217,183
66582807,1213,115
66582808,1348,119
66582809,1116,97
66582810,1038,99
66582901,1211,83
66582902,706,71
66582903,579,56
66582904,738,57
66582905,978,77
66582906,1210,44
66582907,1248,82
66582908,1455,114
66582909,1134,142
66582910,1329,126
66582911,1085,87
66582912,1489,124
66583001,1063,75
66583002,1091,63
66583003,944,37
66583004,687,51
66583005,1079,68
66583006,1024,67
66583007,1382,74
66583008,1228,261
66583009,1485,170
66583010,1215,65
66583011,1236,172
66583012,925,48
66583101,768,55
66583102,1026,91
66583103,1907,113
66583104,1291,95
66583105,979,53
66583106,3082,202
66583107,806,56
66583108,639,34
66583109,734,51
66583110,1248,56
66583111,1250,55
66583112,661,35
66583113,565,20
66583201,706,43
66583202,1133,50
66583203,1049,58
66583204,597,34
66583205,838,53
66583206,359,24
66583207,1477,85
66583208,1595,85
66583209,461,23
66583210,1446,73
66583211,682,40
66583212,1570,119
66583213,1020,99
66583301,1951,108
66583302,1439,168
66583303,1289,138
66583304,1318,218
66583305,2160,402
66583306,1503,241
66583307,1287,132
66583308,639,73
66583309,1307,54
66583310,775,34
66583311,1071,71
66583312,941,55
66583313,962,42
66583401,1192,53
66583402,1051,83
66583403,1035,57
66583404,1044,45
66583405,1007,39
66583406,1197,74
66583407,841,67
66583408,982,53
66583409,910,61
66583410,701,32
66583411,1210,49
66583412,1188,51
66583413,1240,57
66583501,1017,46
66583502,1281,45
66583503,861,37
66583504,1263,61
66583505,779,40
66583506,1231,90
66583507,1022,32
66583508,1335,56
66583509,1088,31
66583510,1725,63
66583601,1907,156
66583602,1953,132
66583603,1044,73
66583604,732,43
66583605,1084,53
66583606,766,49
66583607,1673,74
66583608,960,62
66583609,1132,93
66583610,926,71
66583611,1569,90
66583612,1452,56
66583613,1162,98
66583614,1102,61
66583701,1792,155
66583702,1263,985
66583703,1020,49
66583704,848,68
66583705,729,36
66583706,1267,37
66583707,1660,56
66583708,1556,53
66583709,1027,79
66583710,967,46
66583711,1811,92
66583712,1878,73
66583713,1918,77
66583801,1779,326
66583802,1804,170
66583803,844,103
66583804,1344,74
66583805,1480,208
66583806,1649,129
66583807,373,64
66583808,1003,47
66583809,834,22
66583810,788,42
66583811,1629,215
66583812,1076,72
66583813,1012,67
66583814,1505,57
66583815,1515,61
66583816,1944,250
66583901,1508,86
66583902,1344,154
66583903,1403,77
66583904,778,41
66583905,1427,51
66583906,1171,58
66583907,1297,48
66583908,984,53
66583909,816,31
66583910,1931,81
66584001,1574,190
66584002,1260,179
66584003,1115,160
66584004,1707,270
66584005,1328,150
66584006,518,21
66584007,1514,46
66584008,1006,46
66584009,769,25
66584010,730,22
66584011,802,21
66584012,1433,52
66584013,1212,42
66584014,1075,33
66584015,2018,99
66584016,1181,41
66584017,1688,92
66584101,1100,47
66584102,2488,114
66584103,1387,66
66584104,1594,85
66584105,1454,61
66584106,1524,81
66584107,1712,102
66584108,1447,117
66584109,1624,88
66584110,1721,101
66584111,890,90
66584112,1092,89
66584113,1805,59
66584114,1085,67
66584115,1150,44
66584201,798,94
66584202,870,82
66584203,1325,62
66584204,1064,35
66584205,1052,52
66584206,916,38
66584207,737,47
66584208,1156,83
66584209,1461,88
66584210,1178,69
66584211,792,60
66584212,1318,104
66584213,1510,75
66584301,941,40
66584302,1403,45
66584303,1699,83
66584304,1841,149
66584305,1163,109
66584306,1374,82
66584307,919,123
66584308,1658,55
66584309,751,40
66584310,805,24
66584311,1233,61
66584312,1115,56
66584401,1187,54
66584402,1243,81
66584403,1494,72
66584404,1994,121
66584405,1280,50
66584406,1133,82
66584407,702,47
66584408,1360,76
66584409,1904,110
66584410,1402,105
66584411,1860,110
66584412,1384,125
66584413,477,105
66584414,688,78
67490101,89,8
67490102,1470,30
67490103,1069,34
67490104,467,9
67490105,461,41
67490201,526,50
67490202,1104,44
67490203,967,52
67490204,942,49
67490205,1066,71
67490206,314,28
67490207,755,48
67490208,946,77
67490209,982,32
67490210,1051,41
67490211,753,55
67490212,694,32
67490213,680,31
67490301,955,56
67490302,340,25
67490303,511,25
67490304,870,32
67490305,753,43
67490306,508,26
67490307,636,22
67490308,680,24
67490309,554,38
67490310,626,22
67490311,601,57
67490312,885,54
67490401,273,47
67490402,295,65
67490403,557,34
67490404,833,36
67490405,369,102
67490406,730,41
67490501,452,16
67490502,693,19
67490503,688,26
67490504,694,31
67490505,562,24
67490506,556,29
67490507,389,17
67490508,411,17
67490509,562,32
67490510,646,33
67490511,314,19
67490512,399,35
67490513,321,24
67490601,497,48
67490602,671,36
67490603,861,61
67490604,543,61
67490605,806,57
67490701,1059,177
67490702,722,110
67490703,798,86
67490704,1026,110
67490705,1297,99
67490706,780,102
67490707,953,78
67490708,1303,97
67490709,908,44
67490801,740,77
67490802,511,39
67490803,658,97
67490804,1166,102
67490805,1199,185
67490806,898,126
67490807,1250,172
67490808,1113,100
67490809,927,114
67490901,728,205
67490902,1060,152
67490903,1529,110
67490904,1211,141
67490905,1382,80
67490906,1018,189
67490907,587,110
67490908,936,125
67490909,891,94
67490910,696,69
67490911,1175,128
67490912,1225,160
67490913,438,117
67491001,1393,118
67491002,1129,97
67491003,1206,88
67491004,1128,60
67491005,1187,85
67491006,1085,100
67491007,860,55
67491008,643,29
67491009,878,179
67491010,675,67
67491011,1146,96
67491012,1095,86
67491013,556,42
67491101,1048,58
67491102,1459,117
67491103,1035,92
67491104,614,62
67491105,911,75
67491106,670,30
67491107,1073,66
67491108,625,123
67491109,475,27
67491110,1066,94
67491111,909,96
67491112,627,81
67491113,1159,152
67491114,1210,160
67491201,1060,65
67491202,1065,50
67491203,1668,94
67491204,1344,111
67491205,1240,49
67491206,868,198
67491207,997,73
67491208,1057,33
67491209,816,53
67491210,1266,95
67491211,1410,49
67491301,1481,23
67491302,2040,78
67491303,1138,43
67491304,1566,180
67491305,1572,88
67491306,1588,208
67491307,44,8
67491308,766,105
67491309,871,56
67491310,840,48
67491311,756,73
67491312,912,49
67491313,898,54
67491314,938,82
67491315,749,47
67491316,1717,103
67491317,864,122
67491318,983,103
67491319,1148,80
67491320,886,166
67491321,632,87
67491401,630,43
67491402,879,60
67491403,945,90
67491404,1003,44
67491405,1085,43
67491406,1193,38
67491407,1266,77
67491408,1135,114
67491409,1239,71
67491410,977,96
67491411,369,18
67491412,1188,95
67491413,1167,120
67491414,1198,159
67491415,1075,99
67491416,1230,55
67491417,1984,98
67491418,437,46
67491419,1628,93
67491420,826,99
67491501,60,15
67491502,217,42
67491503,92,17
67491504,242,42
67491505,190,40
67491506,71,9
67491507,64,11
67491508,158,12
67491509,329,15
67491510,351,18
67491511,365,32
67491512,288,35
67491513,200,41
67560101,690,60
67560102,421,151
67560103,685,124
67560104,918,77
67560105,874,52
67560106,758,57
67560107,1068,95
67560108,474,20
67560109,506,32
67560110,1120,84
67560111,493,41
67560112,879,103
67560113,873,58
67560114,1119,85
67560115,521,33
67560116,924,59
67560117,903,152
67560201,845,67
67560202,771,37
67560203,1214,64
67560204,923,62
67560205,942,76
67560206,786,82
67560207,1031,78
67560208,666,38
67560209,497,31
67560301,389,30
67560302,265,12
67560303,465,27
67560304,462,29
67560305,230,25
67560306,330,20
67560307,710,59
67560308,514,36
67560309,536,29
67560310,615,45
67560401,683,91
67560402,763,101
67560403,871,165
67560404,751,114
67560405,922,147
67560406,653,55
67560407,827,116
67560408,477,48
67560501,711,148
67560502,730,180
67560503,577,91
67560504,870,142
67560505,603,133
67560506,659,70
67560507,635,62
67560508,617,78
67560509,540,83
67560510,725,91
67560601,856,76
67560602,474,46
67560603,387,39
67560604,236,19
67560605,405,77
67560606,434,57
67560607,570,61
67560608,610,72
67560609,506,54
67560610,618,74
67560611,539,43
67560612,607,42
67560701,667,56
67560702,504,29
67560703,317,25
67560704,783,51
67560705,574,61
67560706,642,42
67560707,724,54
67560708,648,51
67560709,823,72
67560710,945,99
67560801,853,71
67560802,844,45
67560803,845,62
67560804,1015,64
67560805,966,62
67560806,1177,65
67560807,843,45
67560808,945,53
67560809,876,66
67560901,568,38
67560902,425,28
67560903,931,61
67560904,954,69
67560905,1050,59
67560906,1027,98
67560907,1200,82
67560908,1039,65
67560909,934,54
67560910,961,51
67560911,745,66
67560912,866,57
67560913,843,60
67560914,1014,72
67560915,969,74
67560916,818,64
67561001,509,26
67561002,520,40
67561003,604,34
67561004,560,43
67561005,395,36
67561006,654,56
67561007,561,26
67561008,424,42
67561009,231,20
67561010,886,56
67561011,900,52
67561012,941,71
67561101,504,26
67561102,507,24
67561103,624,34
67561104,619,45
67561105,697,38
67561106,704,32
67561107,757,18
67561108,473,18
67561109,345,18
67561110,407,31
67561111,613,31
67561112,826,67
67561113,691,70
67561201,1092,39
67561202,589,27
67561203,723,35
67561204,1516,72
67561205,846,57
67561206,404,16
67561207,303,10
67561208,907,62
67561209,881,74
67561210,827,45
67561211,918,91
67561301,597,33
67561302,478,29
67561303,1327,116
67561304,882,64
67561305,970,62
67561306,768,56
67561307,836,93
67561308,997,66
67561309,1159,96
67561310,818,51
67561311,1318,103
67561312,1031,140
67561313,958,136
67561314,2035,142
67561401,2098,231
67561402,2390,314
67561403,543,76
67561404,636,79
67561405,654,56
67561406,676,43
67561407,1051,94
67561408,1063,98
67561409,1494,109
67561410,2075,159
67561411,1231,88
67561412,1001,63
67561413,792,79
67561414,1032,75
67561415,910,87
67561501,1326,90
67561502,1187,88
67561503,1082,44
67561504,1421,80
67561505,1213,100
67561506,894,75
67561507,643,50
67561508,506,48
67561509,688,46
67561510,937,72
67561511,1170,79
67561512,651,43
67561601,931,108
67561602,637,62
67561603,871,94
67561604,848,79
67561605,674,46
67561606,491,57
67561607,529,34
67561608,730,56
67561609,810,109
67561610,630,98
67561611,1050,110
67561612,835,101
67561613,843,79
67561701,772,39
67561702,1110,58
67561703,952,55
67561704,771,103
67561705,503,65
67561706,847,73
67561707,965,68
67561708,1131,62
67561709,1098,116
67561710,687,32
67561801,724,47
67561802,1047,89
67561803,746,55
67561804,977,87
67561805,609,49
67561806,649,58
67561807,564,36
67561808,150,15
67561809,543,22
67561810,703,28
67561811,1149,62
67561901,1135,73
67561902,1164,69
67561903,730,56
67561904,579,65
67561905,1282,56
67561906,1192,67
67561907,982,88
67561908,1198,104
67561909,1080,83
67561910,785,68
67562001,1007,81
67562002,820,74
67562003,1126,86
67562004,566,37
67562005,633,58
67562006,555,37
67562007,1354,91
67562008,1090,55
67562009,913,61
67562101,1353,91
67562102,1243,102
67562103,841,79
67562104,1601,101
67562105,844,68
67562106,1060,110
67562107,646,54
67562108,1172,77
67562109,932,89
67562110,228,18
67562111,929,37
67562201,1955,39
67562202,1130,25
67562203,1627,32
67562204,1521,154
67562205,1000,64
67562206,1495,103
67562207,912,37
67562208,743,53
67562209,839,41
67562210,854,41
67562211,1016,82
67562212,572,38
67562213,568,42
67562301,2446,96
67562302,967,50
67562303,825,51
67562304,1222,86
67562305,1049,70
67562306,807,43
67562307,1077,48
67562308,975,85
67562309,1282,54
67562310,1087,41
67562401,958,69
67562402,510,43
67562403,636,55
67562404,654,45
67562405,655,55
67562406,932,81
67562407,508,44
67562408,537,51
67562409,612,70
67562410,691,75
67562411,992,112
67562412,1163,95
67562413,805,84
67562501,1097,165
67562502,832,92
67562503,510,35
67562504,457,24
67562505,570,63
67562506,621,32
67562507,516,67
67562508,481,35
67562509,1032,68
67562510,1012,110
67562511,1121,41
67562512,1237,61
67562513,864,63
67562514,753,63
67562515,873,62
67562516,995,78
67562517,711,37
67562518,1092,73
67562519,1002,74
67562601,1022,160
67562602,626,119
67562603,462,77
67562604,605,111
67562605,566,111
67562606,936,151
67562607,962,173
67562608,1078,140
67562609,590,101
67562610,606,64
67562611,1079,166
67562701,1724,80
67562702,1561,94
67562703,1342,50
67562704,1195,49
67562705,1433,73
67562706,1587,102
67562707,584,54
67562708,759,40
67562709,639,52
67562710,837,61
67562711,1317,72
67562712,1263,92
67600101,1030,61
67600102,1112,38
67600103,1133,42
67600104,917,48
67600105,1455,32
67600106,803,34
67600107,1494,49
67600108,1468,65
67600109,1680,38
67600110,1343,25
67600111,656,39
67600112,706,31
67600113,943,31
67600114,1429,60
67600115,785,45
67600116,644,21
67600117,650,8
67600201,1207,42
67600202,1104,29
67600203,617,17
67600204,650,45
67600205,592,31
67600206,680,35
67600207,812,41
67600208,365,10
67600209,410,21
67600210,1222,19
67600211,696,28
67600212,834,21
67600213,922,43
67600214,461,30
67600215,404,17
67600216,363,13
67600217,387,18
67600301,582,21
67600302,1401,45
67600303,892,35
67600304,769,27
67600305,1125,50
67600306,669,40
67600307,217,44
67600308,718,29
67600309,581,24
67600310,210,28
67600311,900,19
67600312,223,5
67600313,1032,42
67600314,617,23
67600315,613,15
67600316,315,16
67600317,777,39
67600401,831,16
67600501,1695,67
67600502,930,28
67600503,1442,69
67600504,861,17
67600505,1205,43
67600506,848,36
67600507,1063,57
67600508,1669,63
67600509,1333,39
67600510,1782,79
67600511,2326,60
67600512,1084,32
67600601,990,63
67600602,1090,70
67600603,857,31
67600604,896,29
67600605,848,31
67600606,803,47
67600607,1086,60
67600608,1242,46
67600609,1505,123
67600610,1442,166
67600701,1778,355
67600702,1587,278
67600703,1220,147
67600704,1092,108
67600705,1509,40
67600706,844,32
67600707,769,24
67600708,979,29
67600709,1225,36
67600710,1572,58
67600801,880,48
67600802,1392,54
67600803,987,41
67600804,1064,56
67600805,591,26
67600806,1068,30
67600807,1748,31
67600808,694,21
67600809,1087,30
67600810,1052,32
67600811,816,28
67600812,1117,35
67600901,727,17
67600902,721,22
67600903,1150,47
67600904,736,38
67600905,672,27
67600906,546,23
67600907,1134,60
67600908,628,29
67600909,676,27
67600910,1253,41
67600911,1444,44
67600912,1402,35
67600913,1479,24
67600914,1190,44
67600915,643,17
67600916,839,36
67601001,801,16
67601002,935,15
67601003,623,14
67601004,849,16
67601005,796,16
67601006,150,4
67601007,316,7
67601008,412,14
67601009,902,25
67601010,306,22
67601011,429,14
67601012,1656,35
67601013,1423,25
67601014,1420,55
67601015,1439,66
67601101,694,39
67601102,1037,21
67601103,1788,78
67601104,1412,42
67601105,651,26
67601106,2253,76
67601107,1383,52
67601108,2201,120
67601109,787,54
67601110,1482,90
67601111,1925,68
67601112,751,29
67601113,760,20
67601114,510,11
67601115,620,22
